,Ano de ingresso,Semestre de ingresso no curso,Código,Gênero,Data de nascimento,Forma de ingresso,Tipo de cota,Município SISU,UF SISU,País de nascimento,Mudou de curso - mesmo campus,Mudou de curso - outro campus,Cor ou raça,Ano,Semestre,Coeficiente de rendimento,Disciplinas matriculadas,Disciplinas aprovadas,Disciplinas reprovadas por nota,Disciplinas reprovadas por frequência,Disciplinas consignadas,Situação,Período
5702,2013,2,582,Masculino,1995-04-14,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2018,1,0.6611,7,3,1,1,0,Regular,10
5699,2013,2,582,Masculino,1995-04-14,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2018,2,0.6635,6,4,1,0,1,Regular,10
5698,2013,2,582,Masculino,1995-04-14,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2019,1,0.6631,2,1,0,0,0,Regular,10
5701,2013,2,582,Masculino,1995-04-14,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2019,2,0.6631,1,0,0,0,0,Regular,10
5712,2013,2,582,Masculino,1995-04-14,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2020,1,0.6631,1,0,0,0,0,Regular,10
5711,2013,2,582,Masculino,1995-04-14,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2020,2,0.6631,0,0,0,0,0,Regular,10
5716,2013,2,582,Masculino,1995-04-14,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2021,1,0.6631,1,0,0,0,0,Regular,10
5713,2013,2,582,Masculino,1995-04-14,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2021,2,0.6631,1,0,0,0,0,Regular,10
5703,2013,2,582,Masculino,1995-04-14,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2022,1,0.6631,0,0,0,0,0,Regular,10
5704,2013,2,582,Masculino,1995-04-14,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2022,2,0.663,1,1,0,0,0,Formado,10
5731,2013,2,583,Feminino,1995-06-16,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Não declarado,2013,2,0.5652,6,4,2,0,4,Regular,1
5732,2013,2,583,Feminino,1995-06-16,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Não declarado,2014,1,0.4269,4,0,1,3,0,Regular,2
5730,2013,2,583,Feminino,1995-06-16,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Não declarado,2014,2,0.4269,0,0,0,0,0,Desistente,2
5753,2013,2,584,Masculino,1995-01-14,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Amarela,2013,2,0.0064,6,0,0,6,0,Desistente,1
5754,2013,2,585,Masculino,1990-05-01,SISU - Sistema de Seleção Unificada,Categoria 1,Navegantes,SC,Brasil,Não,Não,Não declarado,2013,2,0.0264,6,0,1,5,0,Desistente,1
5777,2013,2,586,Masculino,1994-01-21,SISU - Sistema de Seleção Unificada,Não cotista,Pinhais,PR,Brasil,Sim,Não,Branca,2013,2,0.5103,6,3,1,2,2,Regular,1
5779,2013,2,586,Masculino,1994-01-21,SISU - Sistema de Seleção Unificada,Não cotista,Pinhais,PR,Brasil,Sim,Não,Branca,2014,1,0.5538,7,6,0,1,2,Regular,1
5780,2013,2,586,Masculino,1994-01-21,SISU - Sistema de Seleção Unificada,Não cotista,Pinhais,PR,Brasil,Sim,Não,Branca,2014,2,0.5538,0,0,0,0,0,Trancado,1
5775,2013,2,586,Masculino,1994-01-21,SISU - Sistema de Seleção Unificada,Não cotista,Pinhais,PR,Brasil,Sim,Não,Branca,2015,1,0.4445,4,0,0,4,0,Regular,2
5778,2013,2,586,Masculino,1994-01-21,SISU - Sistema de Seleção Unificada,Não cotista,Pinhais,PR,Brasil,Sim,Não,Branca,2015,2,0.3976,4,0,2,2,0,Regular,2
5776,2013,2,586,Masculino,1994-01-21,SISU - Sistema de Seleção Unificada,Não cotista,Pinhais,PR,Brasil,Sim,Não,Branca,2016,1,0.3838,7,4,1,2,2,Regular,2
5785,2013,2,586,Masculino,1994-01-21,SISU - Sistema de Seleção Unificada,Não cotista,Pinhais,PR,Brasil,Sim,Não,Branca,2016,2,0.3383,5,1,0,4,0,Regular,2
5781,2013,2,586,Masculino,1994-01-21,SISU - Sistema de Seleção Unificada,Não cotista,Pinhais,PR,Brasil,Sim,Não,Branca,2017,1,0.4399,4,3,1,0,12,Regular,3
5782,2013,2,586,Masculino,1994-01-21,SISU - Sistema de Seleção Unificada,Não cotista,Pinhais,PR,Brasil,Sim,Não,Branca,2017,2,0.4625,5,5,0,0,0,Regular,3
5786,2013,2,586,Masculino,1994-01-21,SISU - Sistema de Seleção Unificada,Não cotista,Pinhais,PR,Brasil,Sim,Não,Branca,2018,1,0.4614,6,3,2,1,0,Regular,3
5787,2013,2,586,Masculino,1994-01-21,SISU - Sistema de Seleção Unificada,Não cotista,Pinhais,PR,Brasil,Sim,Não,Branca,2018,2,0.4547,6,3,2,1,0,Regular,4
5784,2013,2,586,Masculino,1994-01-21,SISU - Sistema de Seleção Unificada,Não cotista,Pinhais,PR,Brasil,Sim,Não,Branca,2019,1,0.4548,4,1,2,1,0,Regular,4
5783,2013,2,586,Masculino,1994-01-21,SISU - Sistema de Seleção Unificada,Não cotista,Pinhais,PR,Brasil,Sim,Não,Branca,2019,2,0.4548,0,0,0,0,0,Mudou de Curso,4
5788,2013,2,587,Masculino,1995-06-20,SISU - Sistema de Seleção Unificada,Não cotista,Guarulhos,SP,Brasil,Não,Não,Não declarado,2013,2,,0,0,0,0,0,Desistente,1
5789,2013,2,588,Masculino,1990-06-26,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2013,2,0.9048,6,6,0,0,4,Regular,1
5801,2013,2,588,Masculino,1990-06-26,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2014,1,0.8478,9,9,0,0,4,Regular,2
5804,2013,2,588,Masculino,1990-06-26,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2014,2,0.7955,8,7,1,0,4,Regular,3
5803,2013,2,588,Masculino,1990-06-26,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2015,1,0.7696,7,6,1,0,1,Regular,4
5802,2013,2,588,Masculino,1990-06-26,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2015,2,0.7696,0,0,0,0,0,Afastado,5
5799,2013,2,588,Masculino,1990-06-26,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2016,1,0.7696,0,0,0,0,0,Afastado,5
5798,2013,2,588,Masculino,1990-06-26,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2016,2,0.7509,6,4,2,0,8,Regular,6
5797,2013,2,588,Masculino,1990-06-26,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2017,1,0.7487,5,4,1,0,33,Regular,6
5796,2013,2,588,Masculino,1990-06-26,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2017,2,0.7524,5,4,0,0,1,Regular,7
5790,2013,2,588,Masculino,1990-06-26,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2018,1,0.7449,5,3,2,0,0,Regular,8
5794,2013,2,588,Masculino,1990-06-26,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2018,2,0.736,5,4,0,1,1,Regular,8
5795,2013,2,588,Masculino,1990-06-26,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2019,1,0.732,4,3,0,1,0,Regular,10
5800,2013,2,588,Masculino,1990-06-26,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2019,2,0.7157,3,0,2,1,0,Regular,10
5792,2013,2,588,Masculino,1990-06-26,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2020,1,0.7074,4,1,1,0,3,Regular,10
5793,2013,2,588,Masculino,1990-06-26,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2020,2,0.7097,3,2,0,0,0,Regular,10
5791,2013,2,588,Masculino,1990-06-26,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2021,1,0.7096,1,1,0,0,0,Formado,10
5806,2013,2,589,Masculino,1993-11-16,SISU - Sistema de Seleção Unificada,Categoria 4,São Paulo,SP,Brasil,Não,Não,Não declarado,2013,2,0.2964,6,1,4,1,0,Regular,1
5811,2013,2,589,Masculino,1993-11-16,SISU - Sistema de Seleção Unificada,Categoria 4,São Paulo,SP,Brasil,Não,Não,Não declarado,2014,1,0.4179,7,4,3,0,3,Regular,1
5812,2013,2,589,Masculino,1993-11-16,SISU - Sistema de Seleção Unificada,Categoria 4,São Paulo,SP,Brasil,Não,Não,Não declarado,2014,2,0.4653,8,6,2,0,2,Regular,2
5807,2013,2,589,Masculino,1993-11-16,SISU - Sistema de Seleção Unificada,Categoria 4,São Paulo,SP,Brasil,Não,Não,Não declarado,2015,1,0.4599,7,3,2,2,1,Regular,2
5808,2013,2,589,Masculino,1993-11-16,SISU - Sistema de Seleção Unificada,Categoria 4,São Paulo,SP,Brasil,Não,Não,Não declarado,2015,2,0.4341,3,0,1,2,0,Regular,2
5809,2013,2,589,Masculino,1993-11-16,SISU - Sistema de Seleção Unificada,Categoria 4,São Paulo,SP,Brasil,Não,Não,Não declarado,2016,1,0.4341,0,0,0,0,0,Trancado,2
5810,2013,2,589,Masculino,1993-11-16,SISU - Sistema de Seleção Unificada,Categoria 4,São Paulo,SP,Brasil,Não,Não,Não declarado,2016,2,0.4341,0,0,0,0,0,Desistente,2
5872,2013,2,590,Masculino,1995-03-17,SISU - Sistema de Seleção Unificada,Não cotista,Presidente Prudente,SP,Brasil,Não,Não,Amarela,2013,2,0.5669,6,3,3,0,3,Regular,1
5880,2013,2,590,Masculino,1995-03-17,SISU - Sistema de Seleção Unificada,Não cotista,Presidente Prudente,SP,Brasil,Não,Não,Amarela,2014,1,0.5033,7,4,3,0,1,Regular,1
5866,2013,2,590,Masculino,1995-03-17,SISU - Sistema de Seleção Unificada,Não cotista,Presidente Prudente,SP,Brasil,Não,Não,Amarela,2014,2,0.5403,6,5,1,0,1,Regular,2
5877,2013,2,590,Masculino,1995-03-17,SISU - Sistema de Seleção Unificada,Não cotista,Presidente Prudente,SP,Brasil,Não,Não,Amarela,2015,1,0.5119,6,2,2,2,2,Regular,2
5879,2013,2,590,Masculino,1995-03-17,SISU - Sistema de Seleção Unificada,Não cotista,Presidente Prudente,SP,Brasil,Não,Não,Amarela,2015,2,0.4605,6,1,2,3,1,Regular,2
5882,2013,2,590,Masculino,1995-03-17,SISU - Sistema de Seleção Unificada,Não cotista,Presidente Prudente,SP,Brasil,Não,Não,Amarela,2016,1,0.4605,0,0,0,0,0,Trancado,3
5881,2013,2,590,Masculino,1995-03-17,SISU - Sistema de Seleção Unificada,Não cotista,Presidente Prudente,SP,Brasil,Não,Não,Amarela,2016,2,0.4605,0,0,0,0,0,Trancado,3
5871,2013,2,590,Masculino,1995-03-17,SISU - Sistema de Seleção Unificada,Não cotista,Presidente Prudente,SP,Brasil,Não,Não,Amarela,2017,1,0.5016,0,0,0,0,10,Trancado,3
5876,2013,2,590,Masculino,1995-03-17,SISU - Sistema de Seleção Unificada,Não cotista,Presidente Prudente,SP,Brasil,Não,Não,Amarela,2017,2,0.5016,0,0,0,0,0,Trancado,3
5875,2013,2,590,Masculino,1995-03-17,SISU - Sistema de Seleção Unificada,Não cotista,Presidente Prudente,SP,Brasil,Não,Não,Amarela,2018,1,0.5223,6,2,3,1,0,Regular,3
5874,2013,2,590,Masculino,1995-03-17,SISU - Sistema de Seleção Unificada,Não cotista,Presidente Prudente,SP,Brasil,Não,Não,Amarela,2018,2,0.5398,7,5,0,2,0,Regular,3
5869,2013,2,590,Masculino,1995-03-17,SISU - Sistema de Seleção Unificada,Não cotista,Presidente Prudente,SP,Brasil,Não,Não,Amarela,2019,1,0.5616,6,6,0,0,1,Regular,4
5868,2013,2,590,Masculino,1995-03-17,SISU - Sistema de Seleção Unificada,Não cotista,Presidente Prudente,SP,Brasil,Não,Não,Amarela,2019,2,0.5673,8,5,2,1,1,Regular,5
5878,2013,2,590,Masculino,1995-03-17,SISU - Sistema de Seleção Unificada,Não cotista,Presidente Prudente,SP,Brasil,Não,Não,Amarela,2020,1,0.5741,8,1,0,0,1,Regular,6
5883,2013,2,590,Masculino,1995-03-17,SISU - Sistema de Seleção Unificada,Não cotista,Presidente Prudente,SP,Brasil,Não,Não,Amarela,2020,2,0.5875,9,8,0,0,0,Regular,6
5870,2013,2,590,Masculino,1995-03-17,SISU - Sistema de Seleção Unificada,Não cotista,Presidente Prudente,SP,Brasil,Não,Não,Amarela,2021,1,0.5981,7,7,0,0,0,Regular,7
5865,2013,2,590,Masculino,1995-03-17,SISU - Sistema de Seleção Unificada,Não cotista,Presidente Prudente,SP,Brasil,Não,Não,Amarela,2021,2,0.6012,6,4,2,0,0,Regular,7
5867,2013,2,590,Masculino,1995-03-17,SISU - Sistema de Seleção Unificada,Não cotista,Presidente Prudente,SP,Brasil,Não,Não,Amarela,2022,1,0.6107,4,4,0,0,0,Regular,7
5873,2013,2,590,Masculino,1995-03-17,SISU - Sistema de Seleção Unificada,Não cotista,Presidente Prudente,SP,Brasil,Não,Não,Amarela,2022,2,0.6177,3,3,0,0,1,Regular,7
5892,2013,2,591,Masculino,1993-02-02,SISU - Sistema de Seleção Unificada,Categoria 3,Curitiba,PR,Brasil,Não,Não,Parda,2013,2,0.8207,6,6,0,0,4,Regular,1
5893,2013,2,591,Masculino,1993-02-02,SISU - Sistema de Seleção Unificada,Categoria 3,Curitiba,PR,Brasil,Não,Não,Parda,2014,1,0.7318,9,8,1,0,4,Regular,2
5899,2013,2,591,Masculino,1993-02-02,SISU - Sistema de Seleção Unificada,Categoria 3,Curitiba,PR,Brasil,Não,Não,Parda,2014,2,0.72,8,7,1,0,3,Regular,3
5900,2013,2,591,Masculino,1993-02-02,SISU - Sistema de Seleção Unificada,Categoria 3,Curitiba,PR,Brasil,Não,Não,Parda,2015,1,0.7196,6,6,0,0,3,Regular,4
5891,2013,2,591,Masculino,1993-02-02,SISU - Sistema de Seleção Unificada,Categoria 3,Curitiba,PR,Brasil,Não,Não,Parda,2015,2,0.7316,6,5,0,0,1,Regular,4
5895,2013,2,591,Masculino,1993-02-02,SISU - Sistema de Seleção Unificada,Categoria 3,Curitiba,PR,Brasil,Não,Não,Parda,2016,1,0.7443,6,6,0,0,2,Regular,5
5894,2013,2,591,Masculino,1993-02-02,SISU - Sistema de Seleção Unificada,Categoria 3,Curitiba,PR,Brasil,Não,Não,Parda,2016,2,0.7269,4,3,1,0,0,Regular,6
5888,2013,2,591,Masculino,1993-02-02,SISU - Sistema de Seleção Unificada,Categoria 3,Curitiba,PR,Brasil,Não,Não,Parda,2017,1,0.7596,6,6,0,0,3,Regular,7
5887,2013,2,591,Masculino,1993-02-02,SISU - Sistema de Seleção Unificada,Categoria 3,Curitiba,PR,Brasil,Não,Não,Parda,2017,2,0.7557,7,6,1,0,40,Regular,7
5886,2013,2,591,Masculino,1993-02-02,SISU - Sistema de Seleção Unificada,Categoria 3,Curitiba,PR,Brasil,Não,Não,Parda,2018,1,0.7586,7,7,0,0,2,Regular,9
5885,2013,2,591,Masculino,1993-02-02,SISU - Sistema de Seleção Unificada,Categoria 3,Curitiba,PR,Brasil,Não,Não,Parda,2018,2,0.758,3,2,0,0,0,Regular,10
5890,2013,2,591,Masculino,1993-02-02,SISU - Sistema de Seleção Unificada,Categoria 3,Curitiba,PR,Brasil,Não,Não,Parda,2019,1,0.758,1,0,0,0,0,Regular,10
5884,2013,2,591,Masculino,1993-02-02,SISU - Sistema de Seleção Unificada,Categoria 3,Curitiba,PR,Brasil,Não,Não,Parda,2019,2,0.758,1,0,0,0,0,Regular,10
5896,2013,2,591,Masculino,1993-02-02,SISU - Sistema de Seleção Unificada,Categoria 3,Curitiba,PR,Brasil,Não,Não,Parda,2020,1,0.758,1,0,0,0,0,Regular,10
5889,2013,2,591,Masculino,1993-02-02,SISU - Sistema de Seleção Unificada,Categoria 3,Curitiba,PR,Brasil,Não,Não,Parda,2020,2,0.758,0,0,0,0,0,Regular,10
5898,2013,2,591,Masculino,1993-02-02,SISU - Sistema de Seleção Unificada,Categoria 3,Curitiba,PR,Brasil,Não,Não,Parda,2021,1,0.758,1,0,0,0,0,Regular,10
5897,2013,2,591,Masculino,1993-02-02,SISU - Sistema de Seleção Unificada,Categoria 3,Curitiba,PR,Brasil,Não,Não,Parda,2021,2,0.7589,1,1,0,0,0,Formado,10
5979,2013,2,592,Feminino,1994-09-05,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Não declarado,2013,2,0.2464,6,2,2,2,1,Regular,1
5971,2013,2,592,Feminino,1994-09-05,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Não declarado,2014,1,0.2945,4,0,3,1,0,Regular,1
5978,2013,2,592,Feminino,1994-09-05,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Não declarado,2014,2,0.3145,4,1,2,1,1,Regular,1
5972,2013,2,592,Feminino,1994-09-05,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Não declarado,2015,1,0.3459,6,1,3,2,0,Regular,1
5973,2013,2,592,Feminino,1994-09-05,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Não declarado,2015,2,0.3459,0,0,0,0,0,Trancado,1
5974,2013,2,592,Feminino,1994-09-05,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Não declarado,2016,1,0.3459,0,0,0,0,0,Trancado,1
5975,2013,2,592,Feminino,1994-09-05,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Não declarado,2016,2,0.3459,0,0,0,0,0,Trancado,1
5976,2013,2,592,Feminino,1994-09-05,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Não declarado,2017,1,0.365,0,0,0,0,2,Trancado,1
5977,2013,2,592,Feminino,1994-09-05,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Não declarado,2017,2,0.365,0,0,0,0,0,Desistente,1
5988,2013,2,593,Masculino,1994-07-19,SISU - Sistema de Seleção Unificada,Categoria 3,Araucária,PR,Brasil,Sim,Não,Parda,2013,2,0.7641,6,6,0,0,4,Regular,1
5982,2013,2,593,Masculino,1994-07-19,SISU - Sistema de Seleção Unificada,Categoria 3,Araucária,PR,Brasil,Sim,Não,Parda,2014,1,0.7436,8,6,2,0,3,Regular,2
5983,2013,2,593,Masculino,1994-07-19,SISU - Sistema de Seleção Unificada,Categoria 3,Araucária,PR,Brasil,Sim,Não,Parda,2014,2,0.7521,7,6,1,0,2,Regular,3
5987,2013,2,593,Masculino,1994-07-19,SISU - Sistema de Seleção Unificada,Categoria 3,Araucária,PR,Brasil,Sim,Não,Parda,2015,1,0.7179,6,4,2,0,2,Regular,3
5986,2013,2,593,Masculino,1994-07-19,SISU - Sistema de Seleção Unificada,Categoria 3,Araucária,PR,Brasil,Sim,Não,Parda,2015,2,0.6971,4,2,2,0,1,Regular,4
5989,2013,2,593,Masculino,1994-07-19,SISU - Sistema de Seleção Unificada,Categoria 3,Araucária,PR,Brasil,Sim,Não,Parda,2016,1,0.6863,4,3,0,1,1,Regular,4
5981,2013,2,593,Masculino,1994-07-19,SISU - Sistema de Seleção Unificada,Categoria 3,Araucária,PR,Brasil,Sim,Não,Parda,2016,2,0.6563,7,4,2,1,2,Regular,4
5985,2013,2,593,Masculino,1994-07-19,SISU - Sistema de Seleção Unificada,Categoria 3,Araucária,PR,Brasil,Sim,Não,Parda,2017,1,0.646,6,1,0,4,24,Regular,5
5984,2013,2,593,Masculino,1994-07-19,SISU - Sistema de Seleção Unificada,Categoria 3,Araucária,PR,Brasil,Sim,Não,Parda,2017,2,0.6236,3,0,0,3,0,Regular,5
5980,2013,2,593,Masculino,1994-07-19,SISU - Sistema de Seleção Unificada,Categoria 3,Araucária,PR,Brasil,Sim,Não,Parda,2018,1,0.6236,0,0,0,0,0,Desistente,5
5998,2013,2,594,Feminino,1995-04-29,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2013,2,0.7676,6,6,0,0,4,Regular,1
6014,2013,2,594,Feminino,1995-04-29,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2014,1,0.6914,7,5,2,0,2,Regular,2
6013,2013,2,594,Feminino,1995-04-29,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2014,2,0.7108,8,7,1,0,4,Regular,3
6012,2013,2,594,Feminino,1995-04-29,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2015,1,0.697,6,4,2,0,2,Regular,3
6011,2013,2,594,Feminino,1995-04-29,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2015,2,0.7023,6,5,1,0,1,Regular,4
6009,2013,2,594,Feminino,1995-04-29,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2016,1,0.7197,7,7,0,0,1,Regular,4
6010,2013,2,594,Feminino,1995-04-29,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2016,2,0.7217,9,9,0,0,3,Regular,5
6006,2013,2,594,Feminino,1995-04-29,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2017,1,0.7492,6,4,1,1,36,Regular,7
6005,2013,2,594,Feminino,1995-04-29,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2017,2,0.7495,8,6,0,1,2,Regular,10
6008,2013,2,594,Feminino,1995-04-29,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2018,1,0.7424,8,8,0,0,1,Regular,10
6007,2013,2,594,Feminino,1995-04-29,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2018,2,0.7431,2,1,0,0,1,Regular,10
6004,2013,2,594,Feminino,1995-04-29,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2019,1,0.7431,1,0,0,0,0,Regular,10
6003,2013,2,594,Feminino,1995-04-29,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2019,2,0.7431,1,0,0,0,0,Regular,10
6000,2013,2,594,Feminino,1995-04-29,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2020,1,0.7431,1,0,0,0,0,Regular,10
5999,2013,2,594,Feminino,1995-04-29,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2020,2,0.7431,0,0,0,0,0,Regular,10
6002,2013,2,594,Feminino,1995-04-29,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2021,1,0.7431,1,0,0,0,0,Regular,10
6001,2013,2,594,Feminino,1995-04-29,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2021,2,0.7431,1,0,0,0,0,Regular,10
6015,2013,2,594,Feminino,1995-04-29,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2022,1,0.7431,0,0,0,0,0,Regular,10
5997,2013,2,594,Feminino,1995-04-29,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2022,2,0.7444,1,1,0,0,0,Formado,10
6021,2014,1,595,Masculino,1994-02-09,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2014,1,0.4121,6,3,0,3,2,Regular,1
6020,2014,1,595,Masculino,1994-02-09,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2014,2,0.2504,7,1,1,5,0,Regular,2
6023,2014,1,595,Masculino,1994-02-09,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2015,1,0.2003,7,0,0,7,0,Regular,2
6022,2014,1,595,Masculino,1994-02-09,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2015,2,0.164,7,0,0,7,0,Regular,2
6018,2014,1,595,Masculino,1994-02-09,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2016,1,0.1602,7,1,1,5,0,Regular,2
6019,2014,1,595,Masculino,1994-02-09,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2016,2,0.1381,6,0,0,6,0,Regular,2
6032,2014,1,595,Masculino,1994-02-09,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2017,1,0.1629,6,1,2,3,3,Regular,2
6016,2014,1,595,Masculino,1994-02-09,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2017,2,0.1728,5,2,1,2,0,Regular,2
6017,2014,1,595,Masculino,1994-02-09,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2018,1,0.1947,5,2,2,1,0,Regular,2
6031,2014,1,595,Masculino,1994-02-09,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2018,2,0.1869,4,0,0,4,0,Regular,2
6030,2014,1,595,Masculino,1994-02-09,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2019,1,0.2032,4,3,0,1,0,Regular,3
6029,2014,1,595,Masculino,1994-02-09,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2019,2,0.2123,4,2,0,2,0,Regular,3
6026,2014,1,595,Masculino,1994-02-09,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2020,1,0.2123,4,0,0,0,0,Regular,3
6025,2014,1,595,Masculino,1994-02-09,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2020,2,0.2272,3,2,1,0,1,Regular,3
6028,2014,1,595,Masculino,1994-02-09,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2021,1,0.2272,0,0,0,0,0,Regular,3
